name,id,from,to,text
5 - 4 - 4.3 Link Analysis - Part 2 (00-17-30).srt,227,992.32,996.79,_For example, if the query is about sports then we could assume that when it's _
5 - 4 - 4.3 Link Analysis - Part 2 (00-17-30).srt,228,996.79,1000.63,_doing random jumping, it's going to randomly jump to a sports page. _
5 - 4 - 4.3 Link Analysis - Part 2 (00-17-30).srt,229,1000.63,1005.35,By doing this then we canbuy a PageRank to topic align with sports. 
5 - 4 - 4.3 Link Analysis - Part 2 (00-17-30).srt,230,1005.35,1009.49,And then if you know the current query is about sports then you can use this 
5 - 4 - 4.3 Link Analysis - Part 2 (00-17-30).srt,231,1009.49,1013.43,specialized PageRank score to rank the options. 
5 - 4 - 4.3 Link Analysis - Part 2 (00-17-30).srt,232,1013.43,1016.37,That would be better than if you use a generic PageRank score. 
5 - 4 - 4.3 Link Analysis - Part 2 (00-17-30).srt,233,1017.97,1021.37,PageRank is also general algorithm that can be used in many other. 
5 - 4 - 4.3 Link Analysis - Part 2 (00-17-30).srt,234,1021.37,1025.839,_Locations for network analysis, particular for example for social networks. _
5 - 4 - 4.3 Link Analysis - Part 2 (00-17-30).srt,235,1025.839,1030.493,_We can imagine if you compute their PageRank scores for social network, _
5 - 4 - 4.3 Link Analysis - Part 2 (00-17-30).srt,236,1030.493,1033.776,_where a link might indicate friendship relation, _
5 - 4 - 4.3 Link Analysis - Part 2 (00-17-30).srt,237,1033.776,1036.92,you'll get some meaningful scores for people. 
5 - 4 - 4.3 Link Analysis - Part 2 (00-17-30).srt,238,1036.92,1046.92,[MUSIC] 
