name,id,from,to,text
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,213,901.2,907.02,_In the case of d2, it matched the news, about, and the campaign. _
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,214,907.02,911.5,_But in the case of d3, it match the news, presidential, and campaign. _
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,215,912.53,915.46,_So intuitively, d3 is better. _
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,216,915.46,921.91,Because matching presidential is more important though than matching about. 
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,217,921.91,924.92,Even though about and the presidential are both in the query. 
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,218,926.17,929.65,_So intuitively, we would like d3 to be ranked above d2. _
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,219,930.73,932.76,_But this model, doesn't do that. _
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,220,933.86,939.16,_So that means this is still not good enough, we have to solve these problems. _
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,221,941.34,942.22,_To summarize, _
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,222,942.22,945.72,in this lecture we talked about how to instantiate a vector space model. 
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,223,947.63,949.54,We may need to do three things. 
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,224,949.54,951.89,One is to define the dimension. 
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,225,951.89,955.88,The second is to 
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,226,955.88,961.67,decide how to place documents as vectors in the vector space. 
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,227,961.67,965.65,And to also place a query in the vector space as a vector. 
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,228,968.09,973.91,_And third is to define the similarity between two vectors, _
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,229,973.91,975.74,particularly the query vector and the document vector. 
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,230,977.08,982.43,We also talked about a very simple way to instantiate the vector space model. 
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,231,982.43,987.92,_Indeed, that's probably the simplest vector space model that we can derive. _
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,232,987.92,991.48,_In this case, we use each word to define a dimension. _
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,233,991.48,997.43,We use a zero one bit vector to represent a document or a query. 
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,234,997.43,1002.69,_In this case, we basically only care about word presence or absence. _
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,235,1002.69,1003.78,We ignore the frequency. 
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,236,1005.56,1009.22,And we use the dot product as the similarity function. 
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,237,1010.36,1013.1,_And with such a, a, in situation. _
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,238,1013.1,1018.87,And we showed that the scoring function is basically to score 
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,239,1018.87,1023.25,a document based on the number of distinct query words matched in the document. 
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,240,1024.64,1029.6,_We also show that such a single vector space model still doesn't work well, _
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,241,1029.6,1030.79,and we need to improve it. 
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,242,1032.54,1038.741,And this is the topic that we're going to cover in the next lecture. 
2 - 6 - 1.6 Vector Space Model- Simplest Instantiation (00-17-30).srt,243,1038.741,1048.741,[MUSIC] 
